entity_id,entity_type,entity_role,department,primary_geo,secondary_geo,work_hours_start,work_hours_end,work_days,known_devices,typical_resources,typical_auth_method,avg_session_duration,avg_bytes_per_session,onboarding_date
USR-0028,user,employee,Operations,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-7731841b'],"['/mail/calendar', '/mail/sent', '/mail/inbox', '/portal/dashboard', '/docs/team-wiki', '/intranet/policies', '/docs/templates']",sso,3600,25000,2025-04-20
USR-0122,user,finance,Finance,"Sydney, AU",,9,18,"[0, 1, 2, 3, 4]",['fp-1606731a'],"['/api/payroll/export', '/finance/tax-reports', '/finance/invoices', '/finance/payroll-export', '/api/finance/quarterly-report', '/mail/sent', '/mail/attachments']",password,3000,200000,2026-03-12
USR-0127,user,finance,Finance,"Ahmedabad, IN",,9,18,"[0, 1, 2, 3, 4]","['fp-c0679482', 'fp-5ff41179']","['/api/finance/quarterly-report', '/finance/budget-planning', '/finance/audit-logs', '/finance/payroll-export', '/api/payroll/export', '/mail/attachments', '/mail/calendar']",password,3000,200000,2025-06-05
USR-0030,user,employee,Operations,"London, GB",,9,18,"[0, 1, 2, 3, 4]","['fp-01953830', 'fp-fc82c0cd']","['/mail/compose', '/mail/attachments', '/mail/sent', '/docs/shared', '/docs/team-wiki', '/portal/dashboard', '/portal/announcements']",sso,3600,25000,2025-02-06
USR-0003,user,employee,Operations,"Hyderabad, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-c6077434'],"['/mail/inbox', '/mail/attachments', '/mail/compose', '/docs/shared', '/portal/dashboard', '/intranet/policies', '/docs/templates']",sso,3600,25000,2025-01-20
USR-0135,user,admin,IT Infrastructure,"London, GB","Chennai, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-c6e15ea8', 'fp-3ab8b503', 'fp-b4b7f653']","['/infra/vpn-gateway', '/infra/docker-registry', '/infra/dns-config', '/infra/ad-config', '/infra/load-balancer', '/infra/firewall-rules', '/admin/system-settings', '/admin/audit-trail', '/admin/license-management', '/admin/access-control']",certificate,1800,500000,2025-04-26
SVC-0152,service_account,service,Automated Services,"Bangalore, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-95aa8d29'],"['/infra/docker-registry', '/docs/team-wiki', '/docs/shared']",token,30,5000,2025-12-02
USR-0025,user,employee,Operations,"New York, US",,9,18,"[0, 1, 2, 3, 4]",['fp-4b00c91b'],"['/mail/sent', '/mail/attachments', '/mail/compose', '/portal/dashboard', '/intranet/directory', '/docs/team-wiki', '/docs/templates']",sso,3600,25000,2025-12-02
USR-0097,user,hr,Human Resources,"Dubai, AE",,9,17,"[0, 1, 2, 3, 4]",['fp-9d806cee'],"['/hr/performance-reviews', '/hr/recruitment-portal', '/hr/onboarding', '/hr/leave-management', '/mail/calendar', '/mail/compose']",sso,2400,50000,2025-03-19
SVC-0156,service_account,service,Automated Services,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-64e4413a'],"['/infra/vpn-gateway', '/infra/backup-config', '/infra/docker-registry']",token,30,5000,2025-05-08
USR-0063,user,developer,Engineering,"Delhi, IN","Tokyo, JP",8,22,"[0, 1, 2, 3, 4, 5]","['fp-2b4732b2', 'fp-cdbc0f4a']","['/git/repo-ml-pipeline', '/git/repo-backend', '/ci/pipeline-test', '/git/repo-frontend', '/ci/pipeline-build', '/staging/api-v2', '/intranet/directory', '/intranet/policies']",token,5400,500000,2025-11-22
SVC-0165,service_account,service,Automated Services,"Singapore, SG",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-fe0a42d1'],"['/infra/ad-config', '/infra/dns-config', '/docs/templates']",token,30,5000,2025-06-02
USR-0018,user,employee,Operations,"Bangalore, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-09705c88'],"['/mail/compose', '/mail/inbox', '/mail/calendar', '/intranet/policies', '/portal/announcements', '/docs/templates', '/docs/shared']",sso,3600,25000,2025-09-25
SVC-0166,service_account,service,Automated Services,"San Francisco, US",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-f39ac920'],"['/infra/dns-config', '/infra/docker-registry', '/infra/certificate-manager']",token,30,5000,2025-09-05
USR-0056,user,employee,Operations,"Ahmedabad, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-b8002d18'],"['/mail/attachments', '/mail/sent', '/mail/calendar', '/portal/announcements', '/docs/team-wiki', '/intranet/directory', '/portal/dashboard']",sso,3600,25000,2025-04-11
DEV-0181,edge_device,device,IoT Operations,"Bangalore, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-b6b85c4b'],"['/infra/server-monitoring', '/infra/docker-registry']",certificate,15,2000,2025-07-18
USR-0068,user,developer,Engineering,"Chennai, IN","Dubai, AE",8,22,"[0, 1, 2, 3, 4, 5]","['fp-fd4a9728', 'fp-691d72c7']","['/staging/api-v2', '/staging/api-v3', '/ci/pipeline-build', '/ci/pipeline-test', '/git/repo-frontend', '/git/repo-ml-pipeline', '/docs/templates', '/intranet/directory']",token,5400,500000,2025-04-30
SVC-0172,service_account,service,Automated Services,"Singapore, SG",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-b679426c'],"['/infra/vpn-gateway', '/intranet/directory', '/infra/load-balancer']",token,30,5000,2025-10-24
DEV-0190,edge_device,device,IoT Operations,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-cd776f52'],"['/infra/backup-config', '/infra/server-monitoring']",certificate,15,2000,2025-01-06
USR-0094,user,developer,Engineering,"Pune, IN","London, GB",8,22,"[0, 1, 2, 3, 4, 5]","['fp-87800306', 'fp-5350366f']","['/git/repo-infra', '/ci/pipeline-build', '/git/repo-backend', '/staging/api-v3', '/ci/pipeline-test', '/git/repo-ml-pipeline', '/docs/shared', '/docs/templates']",token,5400,500000,2025-09-21
USR-0059,user,employee,Operations,"New York, US",,9,18,"[0, 1, 2, 3, 4]",['fp-94d98dcb'],"['/mail/sent', '/mail/inbox', '/mail/compose', '/intranet/directory', '/docs/shared', '/docs/templates', '/portal/dashboard']",sso,3600,25000,2025-05-30
USR-0038,user,employee,Operations,"Singapore, SG",,9,18,"[0, 1, 2, 3, 4]","['fp-d8d5a565', 'fp-62e3818d']","['/mail/attachments', '/mail/calendar', '/mail/compose', '/intranet/policies', '/docs/team-wiki', '/portal/dashboard', '/portal/announcements']",sso,3600,25000,2025-11-24
SVC-0169,service_account,service,Automated Services,"San Francisco, US",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-1c045fdd'],"['/infra/firewall-rules', '/infra/server-monitoring', '/infra/certificate-manager']",token,30,5000,2025-03-08
USR-0006,user,employee,Operations,"Tokyo, JP",,9,18,"[0, 1, 2, 3, 4]",['fp-fe9eb748'],"['/mail/calendar', '/mail/compose', '/mail/attachments', '/portal/announcements', '/portal/dashboard', '/intranet/policies', '/intranet/directory']",sso,3600,25000,2025-09-23
SVC-0171,service_account,service,Automated Services,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-22a364a2'],"['/infra/certificate-manager', '/infra/server-monitoring', '/infra/load-balancer']",token,30,5000,2025-02-12
USR-0009,user,employee,Operations,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]","['fp-4b1ed000', 'fp-41aa5982']","['/mail/sent', '/mail/calendar', '/mail/compose', '/portal/dashboard', '/portal/announcements', '/docs/team-wiki', '/docs/templates']",sso,3600,25000,2025-01-26
USR-0022,user,employee,Operations,"San Francisco, US",,9,18,"[0, 1, 2, 3, 4]","['fp-cf76b7d6', 'fp-f800bcaa']","['/mail/sent', '/mail/attachments', '/mail/calendar', '/docs/templates', '/docs/team-wiki', '/intranet/directory', '/docs/shared']",sso,3600,25000,2025-05-12
USR-0139,user,admin,IT Infrastructure,"Singapore, SG","London, GB",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-c846bea0', 'fp-85fc6f32', 'fp-0e834bac', 'fp-2d9738eb']","['/infra/vpn-gateway', '/infra/docker-registry', '/infra/dns-config', '/infra/load-balancer', '/infra/backup-config', '/infra/certificate-manager', '/admin/security-policies', '/admin/audit-trail', '/admin/system-settings', '/admin/license-management']",certificate,1800,500000,2025-10-05
DEV-0188,edge_device,device,IoT Operations,"Bangalore, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-6bc93e14'],"['/infra/certificate-manager', '/infra/k8s-cluster']",certificate,15,2000,2025-06-16
USR-0065,user,developer,Engineering,"Mumbai, IN","Hyderabad, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-bf7e5f87', 'fp-1275709a']","['/git/repo-backend', '/ci/pipeline-test', '/staging/api-v2', '/ci/pipeline-deploy', '/git/repo-infra', '/git/repo-mobile', '/portal/announcements', '/docs/shared']",token,5400,500000,2025-08-11
SVC-0177,service_account,service,Automated Services,"San Francisco, US",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-a3f42660'],"['/infra/dns-config', '/infra/vpn-gateway', '/infra/backup-config']",token,30,5000,2025-05-07
SVC-0170,service_account,service,Automated Services,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-79fd54c0'],"['/docs/shared', '/infra/server-monitoring', '/infra/load-balancer']",token,30,5000,2025-03-28
USR-0017,user,employee,Operations,"Singapore, SG",,9,18,"[0, 1, 2, 3, 4]","['fp-139a5a82', 'fp-39b47939']","['/mail/attachments', '/mail/inbox', '/mail/calendar', '/portal/announcements', '/docs/team-wiki', '/intranet/policies', '/docs/templates']",sso,3600,25000,2025-06-07
USR-0040,user,employee,Operations,"London, GB",,9,18,"[0, 1, 2, 3, 4]","['fp-cf0e1e94', 'fp-8932eb9f']","['/mail/calendar', '/mail/compose', '/mail/inbox', '/intranet/policies', '/docs/team-wiki', '/docs/templates', '/intranet/directory']",sso,3600,25000,2025-07-01
USR-0045,user,employee,Operations,"Bangalore, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-11c52593'],"['/mail/sent', '/mail/compose', '/mail/inbox', '/docs/shared', '/intranet/policies', '/docs/team-wiki', '/docs/templates']",sso,3600,25000,2025-02-14
USR-0113,user,finance,Finance,"Hyderabad, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-130ce62d'],"['/finance/budget-planning', '/finance/audit-logs', '/finance/erp-dashboard', '/finance/payroll-export', '/api/finance/quarterly-report', '/mail/calendar', '/mail/sent']",password,3000,200000,2025-09-25
USR-0089,user,developer,Engineering,"Dubai, AE","Kolkata, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-1d345fc4', 'fp-6ffed76c']","['/ci/pipeline-test', '/git/repo-ml-pipeline', '/git/repo-mobile', '/ci/pipeline-build', '/staging/api-v2', '/git/repo-backend', '/docs/shared', '/docs/team-wiki']",token,5400,500000,2025-04-15
USR-0029,user,employee,Operations,"San Francisco, US",,9,18,"[0, 1, 2, 3, 4]",['fp-d541ce9f'],"['/mail/compose', '/mail/attachments', '/mail/calendar', '/docs/team-wiki', '/docs/templates', '/portal/dashboard', '/docs/shared']",sso,3600,25000,2025-08-04
USR-0064,user,developer,Engineering,"Delhi, IN","San Francisco, US",8,22,"[0, 1, 2, 3, 4, 5]","['fp-1034b654', 'fp-997d6cc7']","['/staging/api-v3', '/git/repo-frontend', '/git/repo-mobile', '/ci/pipeline-deploy', '/git/repo-backend', '/ci/pipeline-build', '/portal/announcements', '/docs/templates']",token,5400,500000,2025-10-07
USR-0137,user,admin,IT Infrastructure,"Tokyo, JP","Delhi, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-fdcfa0da', 'fp-db7dfa7d', 'fp-2d8c7af3']","['/infra/k8s-cluster', '/infra/dns-config', '/infra/firewall-rules', '/infra/docker-registry', '/infra/load-balancer', '/infra/ad-config', '/admin/security-policies', '/admin/license-management', '/admin/access-control', '/admin/system-settings']",certificate,1800,500000,2026-03-27
USR-0005,user,employee,Operations,"London, GB",,9,18,"[0, 1, 2, 3, 4]","['fp-33ebab1a', 'fp-52b8f241']","['/mail/compose', '/mail/attachments', '/mail/sent', '/docs/shared', '/docs/team-wiki', '/portal/announcements', '/docs/templates']",sso,3600,25000,2025-03-22
USR-0049,user,employee,Operations,"Tokyo, JP",,9,18,"[0, 1, 2, 3, 4]",['fp-3fbf8d2b'],"['/mail/calendar', '/mail/attachments', '/mail/compose', '/portal/dashboard', '/docs/shared', '/docs/team-wiki', '/docs/templates']",sso,3600,25000,2026-03-07
USR-0083,user,developer,Engineering,"Frankfurt, DE","New York, US",8,22,"[0, 1, 2, 3, 4, 5]","['fp-c19f0cf5', 'fp-fb3af7c2']","['/git/repo-frontend', '/git/repo-ml-pipeline', '/ci/pipeline-deploy', '/ci/pipeline-build', '/git/repo-mobile', '/staging/api-v2', '/docs/shared', '/intranet/policies']",token,5400,500000,2025-03-22
USR-0004,user,employee,Operations,"Dubai, AE",,9,18,"[0, 1, 2, 3, 4]",['fp-701f203f'],"['/mail/sent', '/mail/inbox', '/mail/calendar', '/docs/templates', '/portal/dashboard', '/intranet/policies', '/docs/team-wiki']",sso,3600,25000,2025-08-17
DEV-0195,edge_device,device,IoT Operations,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-de8b3aaf'],"['/infra/load-balancer', '/infra/vpn-gateway']",certificate,15,2000,2025-08-19
SVC-0167,service_account,service,Automated Services,"Bangalore, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-84a00a62'],"['/infra/server-monitoring', '/infra/k8s-cluster', '/portal/dashboard']",token,30,5000,2025-06-27
USR-0010,user,employee,Operations,"San Francisco, US",,9,18,"[0, 1, 2, 3, 4]",['fp-7d030924'],"['/mail/calendar', '/mail/attachments', '/mail/inbox', '/docs/team-wiki', '/intranet/policies', '/docs/shared', '/docs/templates']",sso,3600,25000,2025-02-22
SVC-0153,service_account,service,Automated Services,"Singapore, SG",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-4c571d30'],"['/portal/dashboard', '/intranet/directory', '/infra/firewall-rules']",token,30,5000,2025-07-12
USR-0099,user,hr,Human Resources,"Delhi, IN",,9,17,"[0, 1, 2, 3, 4]",['fp-2eb307d7'],"['/hr/performance-reviews', '/hr/recruitment-portal', '/hr/onboarding', '/hr/leave-management', '/mail/calendar', '/mail/compose']",sso,2400,50000,2025-01-21
USR-0123,user,finance,Finance,"New York, US",,9,18,"[0, 1, 2, 3, 4]",['fp-dc9e591a'],"['/finance/payroll-export', '/finance/tax-reports', '/finance/invoices', '/api/finance/quarterly-report', '/finance/audit-logs', '/mail/compose', '/mail/inbox']",password,3000,200000,2025-05-27
USR-0142,user,admin,IT Infrastructure,"Hyderabad, IN","Tokyo, JP",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-a71bb5be', 'fp-29d24d9f', 'fp-45f69205']","['/infra/vpn-gateway', '/infra/firewall-rules', '/infra/backup-config', '/infra/server-monitoring', '/infra/load-balancer', '/infra/k8s-cluster', '/admin/security-policies', '/admin/access-control', '/admin/audit-trail', '/admin/system-settings']",certificate,1800,500000,2025-02-12
USR-0104,user,hr,Human Resources,"Ahmedabad, IN",,9,17,"[0, 1, 2, 3, 4]",['fp-a727ee3a'],"['/hr/recruitment-portal', '/hr/onboarding', '/hr/leave-management', '/hr/performance-reviews', '/mail/attachments', '/mail/compose']",sso,2400,50000,2025-07-15
USR-0110,user,hr,Human Resources,"Sydney, AU",,9,17,"[0, 1, 2, 3, 4]",['fp-3665bd59'],"['/hr/payroll-view', '/hr/onboarding', '/hr/leave-management', '/hr/recruitment-portal', '/mail/compose', '/mail/sent']",sso,2400,50000,2025-06-13
USR-0112,user,finance,Finance,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-03178758'],"['/finance/audit-logs', '/finance/payroll-export', '/finance/budget-planning', '/api/finance/quarterly-report', '/finance/erp-dashboard', '/mail/compose', '/mail/calendar']",password,3000,200000,2025-11-01
USR-0034,user,employee,Operations,"Kolkata, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-f3862b84'],"['/mail/calendar', '/mail/sent', '/mail/attachments', '/intranet/directory', '/docs/templates', '/intranet/policies', '/docs/team-wiki']",sso,3600,25000,2025-10-05
DEV-0199,edge_device,device,IoT Operations,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-5746822f'],"['/infra/load-balancer', '/infra/ad-config']",certificate,15,2000,2025-01-29
USR-0126,user,finance,Finance,"Tokyo, JP",,9,18,"[0, 1, 2, 3, 4]",['fp-d2ae1a57'],"['/api/finance/quarterly-report', '/finance/tax-reports', '/finance/erp-dashboard', '/api/payroll/export', '/finance/payroll-export', '/mail/sent', '/mail/compose']",password,3000,200000,2025-11-09
USR-0041,user,employee,Operations,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-8bee975e'],"['/mail/sent', '/mail/attachments', '/mail/inbox', '/intranet/policies', '/docs/shared', '/portal/announcements', '/docs/templates']",sso,3600,25000,2025-04-21
USR-0148,user,admin,IT Infrastructure,"Kolkata, IN","Mumbai, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-d8f16939', 'fp-f1e965b4', 'fp-32c7165e']","['/infra/k8s-cluster', '/infra/dns-config', '/infra/server-monitoring', '/infra/backup-config', '/infra/vpn-gateway', '/infra/ad-config', '/admin/user-management', '/admin/access-control', '/admin/license-management', '/admin/security-policies']",certificate,1800,500000,2025-01-23
USR-0044,user,employee,Operations,"Hyderabad, IN",,9,18,"[0, 1, 2, 3, 4]","['fp-5383fd19', 'fp-e6f57640']","['/mail/calendar', '/mail/attachments', '/mail/sent', '/docs/shared', '/docs/team-wiki', '/docs/templates', '/portal/announcements']",sso,3600,25000,2026-03-25
USR-0054,user,employee,Operations,"Chennai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-28abb3d6'],"['/mail/compose', '/mail/attachments', '/mail/sent', '/intranet/directory', '/intranet/policies', '/portal/dashboard', '/docs/shared']",sso,3600,25000,2025-08-04
USR-0071,user,developer,Engineering,"San Francisco, US","Ahmedabad, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-cf9cce8f', 'fp-45f09255']","['/git/repo-frontend', '/git/repo-backend', '/git/repo-mobile', '/git/repo-ml-pipeline', '/ci/pipeline-build', '/ci/pipeline-deploy', '/portal/dashboard', '/portal/announcements']",token,5400,500000,2025-07-16
USR-0116,user,finance,Finance,"Sydney, AU",,9,18,"[0, 1, 2, 3, 4]","['fp-bc8da3f9', 'fp-fcdbb6ff']","['/finance/erp-dashboard', '/finance/tax-reports', '/finance/payroll-export', '/api/finance/quarterly-report', '/finance/invoices', '/mail/calendar', '/mail/inbox']",password,3000,200000,2025-06-09
USR-0002,user,employee,Operations,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-a3e2d56e'],"['/mail/inbox', '/mail/sent', '/mail/compose', '/portal/dashboard', '/docs/templates', '/intranet/directory', '/docs/team-wiki']",sso,3600,25000,2025-06-13
USR-0015,user,employee,Operations,"New York, US",,9,18,"[0, 1, 2, 3, 4]","['fp-9003f89c', 'fp-524eda56']","['/mail/calendar', '/mail/attachments', '/mail/compose', '/intranet/policies', '/portal/announcements', '/docs/team-wiki', '/docs/shared']",sso,3600,25000,2025-10-22
SVC-0161,service_account,service,Automated Services,"Singapore, SG",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-26647780'],"['/infra/dns-config', '/infra/backup-config', '/portal/announcements']",token,30,5000,2025-05-14
USR-0046,user,employee,Operations,"New York, US",,9,18,"[0, 1, 2, 3, 4]",['fp-233aff5c'],"['/mail/calendar', '/mail/attachments', '/mail/sent', '/docs/shared', '/portal/announcements', '/intranet/policies', '/portal/dashboard']",sso,3600,25000,2025-01-27
USR-0086,user,developer,Engineering,"Delhi, IN","Kolkata, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-c92ea805', 'fp-757e1b2e', 'fp-8ae2e879']","['/ci/pipeline-build', '/git/repo-infra', '/ci/pipeline-test', '/staging/api-v3', '/git/repo-ml-pipeline', '/staging/api-v2', '/intranet/policies', '/portal/announcements']",token,5400,500000,2025-10-21
USR-0125,user,finance,Finance,"New York, US",,9,18,"[0, 1, 2, 3, 4]",['fp-a24d17a2'],"['/api/finance/quarterly-report', '/finance/invoices', '/finance/audit-logs', '/finance/budget-planning', '/api/payroll/export', '/mail/attachments', '/mail/sent']",password,3000,200000,2025-07-11
USR-0021,user,employee,Operations,"Delhi, IN",,9,18,"[0, 1, 2, 3, 4]","['fp-fa8ed5a9', 'fp-2b99f5c8']","['/mail/compose', '/mail/attachments', '/mail/calendar', '/intranet/directory', '/docs/team-wiki', '/intranet/policies', '/portal/announcements']",sso,3600,25000,2025-09-03
USR-0047,user,employee,Operations,"London, GB",,9,18,"[0, 1, 2, 3, 4]",['fp-8689fa23'],"['/mail/sent', '/mail/attachments', '/mail/compose', '/intranet/directory', '/portal/dashboard', '/docs/templates', '/docs/team-wiki']",sso,3600,25000,2025-04-23
USR-0081,user,developer,Engineering,"Kolkata, IN","San Francisco, US",8,22,"[0, 1, 2, 3, 4, 5]","['fp-3a2c80eb', 'fp-edd9ff70']","['/git/repo-mobile', '/ci/pipeline-test', '/git/repo-infra', '/ci/pipeline-deploy', '/git/repo-ml-pipeline', '/git/repo-frontend', '/docs/team-wiki', '/portal/dashboard']",token,5400,500000,2025-11-19
USR-0037,user,employee,Operations,"Sydney, AU",,9,18,"[0, 1, 2, 3, 4]",['fp-95579841'],"['/mail/inbox', '/mail/compose', '/mail/sent', '/docs/team-wiki', '/portal/dashboard', '/portal/announcements', '/intranet/directory']",sso,3600,25000,2025-03-24
USR-0118,user,finance,Finance,"Hyderabad, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-85bbda36'],"['/finance/erp-dashboard', '/finance/payroll-export', '/finance/tax-reports', '/finance/budget-planning', '/finance/audit-logs', '/mail/calendar', '/mail/attachments']",password,3000,200000,2025-07-29
USR-0146,user,admin,IT Infrastructure,"Hyderabad, IN","Delhi, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-c3ea9b44', 'fp-31b3982e', 'fp-05fb25e5']","['/infra/docker-registry', '/infra/vpn-gateway', '/infra/dns-config', '/infra/firewall-rules', '/infra/certificate-manager', '/infra/k8s-cluster', '/admin/security-policies', '/admin/system-settings', '/admin/audit-trail', '/admin/access-control']",certificate,1800,500000,2025-09-22
USR-0105,user,hr,Human Resources,"New York, US",,9,17,"[0, 1, 2, 3, 4]",['fp-da2b8d09'],"['/hr/payroll-view', '/hr/employee-records', '/hr/recruitment-portal', '/hr/leave-management', '/mail/inbox', '/mail/compose']",sso,2400,50000,2025-01-01
USR-0088,user,developer,Engineering,"London, GB","Dubai, AE",8,22,"[0, 1, 2, 3, 4, 5]","['fp-7bf3890f', 'fp-424de785', 'fp-a601abd2']","['/staging/api-v3', '/git/repo-infra', '/ci/pipeline-test', '/staging/api-v2', '/ci/pipeline-deploy', '/git/repo-ml-pipeline', '/intranet/policies', '/docs/shared']",token,5400,500000,2026-03-19
USR-0052,user,employee,Operations,"Sydney, AU",,9,18,"[0, 1, 2, 3, 4]",['fp-7ed9bf97'],"['/mail/sent', '/mail/attachments', '/mail/inbox', '/intranet/policies', '/portal/dashboard', '/docs/shared', '/docs/templates']",sso,3600,25000,2025-05-21
USR-0036,user,employee,Operations,"Singapore, SG",,9,18,"[0, 1, 2, 3, 4]",['fp-bddd7295'],"['/mail/attachments', '/mail/sent', '/mail/calendar', '/docs/team-wiki', '/intranet/directory', '/portal/announcements', '/docs/templates']",sso,3600,25000,2025-03-02
USR-0039,user,employee,Operations,"Bangalore, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-fb19c7d2'],"['/mail/compose', '/mail/attachments', '/mail/calendar', '/portal/announcements', '/docs/templates', '/portal/dashboard', '/intranet/directory']",sso,3600,25000,2025-04-14
DEV-0184,edge_device,device,IoT Operations,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-c7c67973'],"['/infra/vpn-gateway', '/infra/certificate-manager']",certificate,15,2000,2025-10-23
USR-0106,user,hr,Human Resources,"London, GB",,9,17,"[0, 1, 2, 3, 4]",['fp-b6faabcd'],"['/hr/onboarding', '/hr/employee-records', '/hr/recruitment-portal', '/hr/performance-reviews', '/mail/inbox', '/mail/sent']",sso,2400,50000,2025-11-06
USR-0077,user,developer,Engineering,"Kolkata, IN","Pune, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-bd4ff6d1', 'fp-f09c94c9', 'fp-3c2df541']","['/git/repo-mobile', '/ci/pipeline-deploy', '/staging/api-v2', '/ci/pipeline-test', '/git/repo-infra', '/staging/api-v3', '/docs/shared', '/intranet/directory']",token,5400,500000,2026-03-09
USR-0136,user,admin,IT Infrastructure,"Chennai, IN","Pune, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-c7670a9f', 'fp-5c9a6be8', 'fp-b01d26ac', 'fp-034f754c']","['/infra/docker-registry', '/infra/server-monitoring', '/infra/dns-config', '/infra/k8s-cluster', '/infra/vpn-gateway', '/infra/backup-config', '/admin/access-control', '/admin/audit-trail', '/admin/license-management', '/admin/system-settings']",certificate,1800,500000,2025-04-30
USR-0098,user,hr,Human Resources,"Frankfurt, DE",,9,17,"[0, 1, 2, 3, 4]",['fp-a1f88e95'],"['/hr/payroll-view', '/hr/recruitment-portal', '/hr/performance-reviews', '/hr/employee-records', '/mail/sent', '/mail/attachments']",sso,2400,50000,2025-11-09
DEV-0186,edge_device,device,IoT Operations,"Bangalore, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-1f69764b'],"['/infra/k8s-cluster', '/infra/load-balancer']",certificate,15,2000,2025-02-07
USR-0129,user,finance,Finance,"Ahmedabad, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-4a576b9d'],"['/finance/audit-logs', '/finance/erp-dashboard', '/finance/budget-planning', '/api/finance/quarterly-report', '/finance/tax-reports', '/mail/attachments', '/mail/inbox']",password,3000,200000,2025-02-23
USR-0050,user,employee,Operations,"Frankfurt, DE",,9,18,"[0, 1, 2, 3, 4]","['fp-1d4b59a0', 'fp-ad0169b6']","['/mail/attachments', '/mail/inbox', '/mail/compose', '/intranet/policies', '/docs/team-wiki', '/portal/dashboard', '/docs/templates']",sso,3600,25000,2025-07-16
DEV-0185,edge_device,device,IoT Operations,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-b28fdb70'],"['/infra/dns-config', '/infra/certificate-manager']",certificate,15,2000,2025-02-23
USR-0019,user,employee,Operations,"London, GB",,9,18,"[0, 1, 2, 3, 4]",['fp-8de0d7e0'],"['/mail/compose', '/mail/sent', '/mail/calendar', '/intranet/directory', '/docs/templates', '/portal/announcements', '/portal/dashboard']",sso,3600,25000,2025-11-06
SVC-0159,service_account,service,Automated Services,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-39fc4ade'],"['/portal/announcements', '/infra/vpn-gateway', '/docs/templates']",token,30,5000,2025-11-26
USR-0149,user,admin,IT Infrastructure,"Delhi, IN","Pune, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-02811ed6', 'fp-d7606aa7', 'fp-378f2b66', 'fp-bab5c606']","['/infra/docker-registry', '/infra/certificate-manager', '/infra/backup-config', '/infra/firewall-rules', '/infra/vpn-gateway', '/infra/server-monitoring', '/admin/access-control', '/admin/audit-trail', '/admin/license-management', '/admin/system-settings']",certificate,1800,500000,2025-02-12
DEV-0189,edge_device,device,IoT Operations,"Frankfurt, DE",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-4cf346fc'],"['/infra/firewall-rules', '/infra/backup-config']",certificate,15,2000,2025-03-26
