event_id,label,attack_type,attack_subtype
evt-0d654f6a,normal,normal,normal
evt-5da54f90,normal,normal,normal
evt-a77ce1f7,normal,normal,normal
evt-ec19b577,normal,normal,normal
evt-c5251ace,normal,normal,normal
evt-566d24e4,normal,normal,normal
evt-1c5df2e1,normal,normal,normal
evt-572c78f3,normal,normal,normal
evt-c11c439a,normal,normal,normal
evt-8b5a33d8,normal,normal,normal
evt-bf15dee5,normal,normal,normal
evt-df14e547,normal,normal,normal
evt-7a64e341,normal,normal,normal
evt-f7232262,normal,normal,normal
evt-f8afd2cf,normal,normal,normal
evt-0fb9ae9b,normal,normal,normal
evt-e98116f2,normal,normal,normal
evt-da6ca508,normal,normal,normal
evt-c9a164ab,normal,normal,normal
evt-995a6655,normal,normal,normal
evt-d6c14599,normal,normal,normal
evt-157690b7,normal,normal,normal
evt-0a439d28,normal,normal,normal
evt-ad13d24f,normal,normal,normal
evt-19f8228d,normal,normal,normal
evt-c87ca5c1,normal,normal,normal
evt-c3d2866e,normal,normal,normal
evt-407921b0,normal,normal,normal
evt-ab2a5c8e,normal,normal,normal
evt-a99ed38d,normal,normal,normal
evt-be688a24,normal,normal,normal
evt-9febf6c2,normal,normal,normal
evt-6a667e34,normal,normal,normal
evt-801cdf10,normal,normal,normal
evt-b73c8c0b,normal,normal,normal
evt-efd72cdc,normal,normal,normal
evt-44784f3d,normal,normal,normal
evt-9beaf73f,normal,normal,normal
evt-60327dc1,normal,normal,normal
evt-49ab37f9,normal,normal,normal
evt-68f57706,normal,normal,normal
evt-439142dc,normal,normal,normal
evt-01d3fc30,normal,normal,normal
evt-7e742960,normal,normal,normal
evt-3d1cde07,normal,normal,normal
evt-9f3fc42f,normal,normal,normal
evt-1814f503,normal,normal,normal
evt-15c17647,normal,normal,normal
evt-e3c169a2,normal,normal,normal
evt-452efdc2,normal,normal,normal
evt-e2c8822c,normal,normal,normal
evt-fac21cf1,normal,normal,normal
evt-01b9ae90,normal,normal,normal
evt-ac9f0567,normal,normal,normal
evt-aac2f061,normal,normal,normal
evt-01040a8e,normal,normal,normal
evt-2496ca75,normal,normal,normal
evt-d318942e,normal,normal,normal
evt-c19b072e,normal,normal,normal
evt-a30e27e8,normal,normal,normal
evt-56e5cab7,normal,normal,normal
evt-ce49db6e,normal,normal,normal
evt-e791f694,normal,normal,normal
evt-3021165a,normal,normal,normal
evt-e5c129e0,normal,normal,normal
evt-0c8e5757,normal,normal,normal
evt-af4cc638,normal,normal,normal
evt-ef33e3fc,normal,normal,normal
evt-962db441,normal,normal,normal
evt-6b1072d8,normal,normal,normal
evt-382bbf90,normal,normal,normal
evt-a9b361db,normal,normal,normal
evt-0055d7c4,normal,normal,normal
evt-bc5762c4,normal,normal,normal
evt-291d74df,normal,normal,normal
evt-58219123,normal,normal,normal
evt-af518fbf,normal,normal,normal
evt-974dabfd,normal,normal,normal
evt-d2148a9e,normal,normal,normal
evt-4c5e4444,normal,normal,normal
evt-cd159ed9,normal,normal,normal
evt-b3bc95ca,normal,normal,normal
evt-62c82d1b,normal,normal,normal
evt-0ad86058,normal,normal,normal
evt-39eb4520,normal,normal,normal
evt-0e9cd737,normal,normal,normal
evt-d04470ac,normal,normal,normal
evt-3100193a,normal,normal,normal
evt-4c941d30,normal,normal,normal
evt-b7920b1b,normal,normal,normal
evt-adcadbcd,normal,normal,normal
evt-1e2b2679,normal,normal,normal
evt-3e887ae7,normal,normal,normal
evt-7af2f5d6,normal,normal,normal
evt-17a7173e,normal,normal,normal
evt-b76f2d6f,normal,normal,normal
evt-06bec21b,normal,normal,normal
evt-776d972d,normal,normal,normal
evt-9fe08120,normal,normal,normal
evt-d4178038,normal,normal,normal
evt-bebafb4a,normal,normal,normal
evt-b8f78ca4,normal,normal,normal
evt-6c23abfb,normal,normal,normal
evt-6d7bec77,normal,normal,normal
evt-3f64d7ae,normal,normal,normal
evt-6c5c2f89,normal,normal,normal
evt-ba856acf,normal,normal,normal
evt-908a98b4,normal,normal,normal
evt-24a1a7a3,normal,normal,normal
evt-d5d39ba1,normal,normal,normal
evt-fcd70c29,normal,normal,normal
evt-fa648127,normal,normal,normal
evt-65577c16,normal,normal,normal
evt-60b2ac77,normal,normal,normal
evt-846a6537,normal,normal,normal
evt-ef11c7ab,normal,normal,normal
evt-941e2fdd,normal,normal,normal
evt-9904ce2a,normal,normal,normal
evt-faf5ca04,normal,normal,normal
evt-8ffe36d8,normal,normal,normal
evt-38e2149a,normal,normal,normal
evt-f16c5eae,normal,normal,normal
evt-2df56331,normal,normal,normal
evt-14989d50,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-12995f8c,normal,normal,normal
evt-9b9aaf18,normal,normal,normal
evt-5e83e2f9,normal,normal,normal
evt-2b5f3b50,normal,normal,normal
evt-d9f0d6d9,normal,normal,normal
evt-4cf9ba0b,normal,normal,normal
evt-60903196,normal,normal,normal
evt-05a24ec2,normal,normal,normal
evt-b2cfd447,normal,normal,normal
evt-ee7ad7a7,normal,normal,normal
evt-09d37e21,normal,normal,normal
evt-7cf09b1d,normal,normal,normal
evt-a88b909b,normal,normal,normal
evt-6ef52e3d,normal,normal,normal
evt-50726c3f,normal,normal,normal
evt-dfd96335,normal,normal,normal
evt-4eb0c216,normal,normal,normal
evt-59dbdae4,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-65a3c6a0,normal,normal,normal
evt-9795b3af,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-99a1a872,normal,normal,normal
evt-64d86e3e,normal,normal,normal
evt-9541e8bf,normal,normal,normal
evt-7e700042,normal,normal,normal
evt-e9d5d5c0,normal,normal,normal
evt-e65a24d8,normal,normal,normal
evt-f363bd30,normal,normal,normal
evt-d038fdde,normal,normal,normal
evt-44c9ed89,normal,normal,normal
evt-c45fa588,normal,normal,normal
evt-bc407747,normal,normal,normal
evt-1dd0d7ea,normal,normal,normal
evt-af117fce,normal,normal,normal
evt-f567eb48,normal,normal,normal
evt-6a46d6cb,normal,normal,normal
evt-bed1ad1f,normal,normal,normal
evt-1172fff8,normal,normal,normal
evt-39fea9d4,normal,normal,normal
evt-2a416574,normal,normal,normal
evt-61e21d0f,normal,normal,normal
evt-095917a2,normal,normal,normal
evt-ae5d50af,normal,normal,normal
evt-1bc5b103,normal,normal,normal
evt-afcd220a,normal,normal,normal
evt-c626046b,normal,normal,normal
evt-be6f6340,normal,normal,normal
evt-b05dac17,normal,normal,normal
evt-48115368,normal,normal,normal
evt-77756698,normal,normal,normal
evt-3d210fc6,normal,normal,normal
evt-6db079d3,normal,normal,normal
evt-f92caae6,normal,normal,normal
evt-cf22691e,normal,normal,normal
evt-3863fd33,normal,normal,normal
evt-701bb2e3,normal,normal,normal
evt-d084c6f6,normal,normal,normal
evt-4566a0b5,normal,normal,normal
evt-66942920,normal,normal,normal
evt-836ad7ca,normal,normal,normal
evt-f6fcc58b,normal,normal,normal
evt-83a4ddb9,normal,normal,normal
evt-6e3f31b1,normal,normal,normal
evt-0dfda6a0,normal,normal,normal
evt-254448b1,normal,normal,normal
evt-ca152a58,normal,normal,normal
evt-7045b9d2,normal,normal,normal
evt-cf8d80e2,normal,normal,normal
evt-da421644,normal,normal,normal
evt-7f5d5749,normal,normal,normal
evt-4a72aa04,normal,normal,normal
evt-011734aa,normal,normal,normal
evt-542051b0,normal,normal,normal
evt-9f39c3e7,normal,normal,normal
evt-39a2904b,normal,normal,normal
evt-7821a941,normal,normal,normal
evt-ade585d1,normal,normal,normal
evt-2846a277,normal,normal,normal
evt-4aab12f3,normal,normal,normal
evt-080c9144,normal,normal,normal
evt-308172c6,normal,normal,normal
evt-9a9513df,normal,normal,normal
evt-5c1829e7,normal,normal,normal
evt-e28fb402,normal,normal,normal
evt-6997821e,normal,normal,normal
evt-f5716b38,normal,normal,normal
evt-3c920e69,normal,normal,normal
evt-ed2eaabf,normal,normal,normal
evt-41ebaea3,normal,normal,normal
evt-d8dc64fb,normal,normal,normal
evt-1279cdea,normal,normal,normal
evt-c2c0d19d,normal,normal,normal
evt-706586b6,normal,normal,normal
evt-fbb77e38,normal,normal,normal
evt-4fb34908,normal,normal,normal
evt-3e700eeb,normal,normal,normal
evt-7c852616,normal,normal,normal
evt-1ada107c,normal,normal,normal
evt-3c9a893b,normal,normal,normal
evt-d4fa3c1c,normal,normal,normal
evt-f6413fe6,normal,normal,normal
evt-8b974ebe,normal,normal,normal
evt-62d0fac4,normal,normal,normal
evt-77157b50,normal,normal,normal
evt-1aae450b,normal,normal,normal
evt-d47a6f7e,normal,normal,normal
evt-688ada7e,normal,normal,normal
evt-5aa5061e,normal,normal,normal
evt-1aff53d3,normal,normal,normal
evt-bcdf75a7,normal,normal,normal
evt-aa145117,normal,normal,normal
evt-d5775702,normal,normal,normal
evt-7a345cf7,normal,normal,normal
evt-921e6b9d,normal,normal,normal
evt-d29f3a81,normal,normal,normal
evt-3e66f009,normal,normal,normal
evt-a5838780,normal,normal,normal
evt-ea8955e2,normal,normal,normal
evt-f58d2536,normal,normal,normal
evt-b1aa1829,normal,normal,normal
evt-74dd8c00,normal,normal,normal
evt-5c2e50f2,normal,normal,normal
evt-59edccc3,normal,normal,normal
evt-0384bdda,normal,normal,normal
evt-e71b232f,normal,normal,normal
evt-3ce74276,normal,normal,normal
evt-8dc920d6,normal,normal,normal
evt-5634f49c,normal,normal,normal
evt-75e11dd7,normal,normal,normal
evt-ff31cdff,normal,normal,normal
evt-de902bf4,normal,normal,normal
evt-1dbcec02,normal,normal,normal
evt-e85b46ab,normal,normal,normal
evt-f4e5c994,normal,normal,normal
evt-175a0fdc,normal,normal,normal
evt-5b62d11e,normal,normal,normal
evt-7f2cf491,normal,normal,normal
evt-d18bbe30,normal,normal,normal
evt-00b23313,normal,normal,normal
evt-cf2d2f35,normal,normal,normal
evt-45dce707,normal,normal,normal
evt-4ecbe061,normal,normal,normal
evt-a2a4991e,normal,normal,normal
evt-d39f09f0,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-0e28f44b,normal,normal,normal
evt-0566568e,normal,normal,normal
evt-8cd55997,normal,normal,normal
evt-b737f78c,normal,normal,normal
evt-0b7a03af,normal,normal,normal
evt-c01a1a00,normal,normal,normal
evt-72a5e9d3,normal,normal,normal
evt-1007064a,normal,normal,normal
evt-c86ad487,normal,normal,normal
evt-e3c10f0a,normal,normal,normal
evt-f9d915c1,normal,normal,normal
evt-0503df28,normal,normal,normal
evt-6b48d459,normal,normal,normal
evt-b131619e,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-3954d267,normal,normal,normal
evt-0a8ff3d3,normal,normal,normal
evt-25c38699,normal,normal,normal
evt-b6981a80,normal,normal,normal
evt-7668105e,normal,normal,normal
evt-3f52bc26,normal,normal,normal
evt-6ce8f992,normal,normal,normal
evt-cf28754b,normal,normal,normal
evt-8ebddaeb,normal,normal,normal
evt-81772a61,normal,normal,normal
evt-ed72c876,normal,normal,normal
evt-c9120be2,normal,normal,normal
evt-63adba23,normal,normal,normal
evt-ccbc2132,normal,normal,normal
evt-fbdd3e5d,normal,normal,normal
evt-a46e4ab6,normal,normal,normal
evt-d76754e6,normal,normal,normal
evt-c87a8437,normal,normal,normal
evt-b785a1aa,normal,normal,normal
evt-17f8ef7e,normal,normal,normal
evt-c7d2d1a5,normal,normal,normal
evt-dd3b1fd9,normal,normal,normal
evt-e848d273,normal,normal,normal
evt-5d7d7ef4,normal,normal,normal
evt-e3f23d56,normal,normal,normal
evt-342d3163,normal,normal,normal
evt-527f40a4,normal,normal,normal
evt-257a59b9,normal,normal,normal
evt-638867b7,normal,normal,normal
evt-e20b4f65,normal,normal,normal
evt-caee8ca3,normal,normal,normal
evt-bb20a0c9,normal,normal,normal
evt-c01c55cb,normal,normal,normal
evt-cb1c14a4,normal,normal,normal
evt-2ee10b25,normal,normal,normal
evt-e6513153,normal,normal,normal
evt-f2638938,normal,normal,normal
evt-c3ca7489,normal,normal,normal
evt-3f5c23ee,normal,normal,normal
evt-a3b25bcd,normal,normal,normal
evt-17ea2cc6,normal,normal,normal
evt-275e763b,normal,normal,normal
evt-6cfc4aad,normal,normal,normal
evt-40164bb6,normal,normal,normal
evt-5e2d8cfc,normal,normal,normal
evt-df63e303,normal,normal,normal
evt-707951c2,normal,normal,normal
evt-532f4a7a,normal,normal,normal
evt-ebf9dbd8,normal,normal,normal
evt-6fae7860,normal,normal,normal
evt-ee443408,normal,normal,normal
evt-5a83c0a1,normal,normal,normal
evt-64122832,normal,normal,normal
evt-5734fa43,normal,normal,normal
evt-3b1789f0,normal,normal,normal
evt-b17a3755,normal,normal,normal
evt-c5beaf65,normal,normal,normal
evt-14ed53d7,normal,normal,normal
evt-63ca3c6f,normal,normal,normal
evt-95499024,normal,normal,normal
evt-182bcfe8,normal,normal,normal
evt-ed660c44,normal,normal,normal
evt-505a4105,normal,normal,normal
evt-a568668c,normal,normal,normal
evt-c4838788,normal,normal,normal
evt-06f97710,normal,normal,normal
evt-7d8b8851,normal,normal,normal
evt-368a2b5e,normal,normal,normal
evt-380e135e,normal,normal,normal
evt-540ddd36,normal,normal,normal
evt-a7ea5371,normal,normal,normal
evt-e042bcfd,normal,normal,normal
evt-f2630557,normal,normal,normal
evt-9e2f72ec,normal,normal,normal
evt-d7336890,normal,normal,normal
evt-67014507,normal,normal,normal
evt-200af24f,normal,normal,normal
evt-0942acf1,normal,normal,normal
evt-35826f89,normal,normal,normal
evt-f9db58b9,normal,normal,normal
evt-4f4b2e3e,normal,normal,normal
evt-993945df,normal,normal,normal
evt-6b55fa28,normal,normal,normal
evt-879e8d3c,normal,normal,normal
evt-9d0ce9cf,normal,normal,normal
evt-dfd0beb6,normal,normal,normal
evt-e55f22c7,normal,normal,normal
evt-4bae3eb8,normal,normal,normal
evt-1d4a2f25,normal,normal,normal
evt-ee0a0393,normal,normal,normal
evt-6f09fd8c,normal,normal,normal
evt-bfe3ea68,normal,normal,normal
evt-61edb64e,normal,normal,normal
evt-3c3638f9,normal,normal,normal
evt-36ddce48,normal,normal,normal
evt-dcfa3247,normal,normal,normal
evt-b0146286,normal,normal,normal
evt-57abb0c7,normal,normal,normal
evt-45b2aed5,normal,normal,normal
evt-278721f7,normal,normal,normal
evt-6685059f,normal,normal,normal
evt-aa37d404,normal,normal,normal
evt-1da01769,normal,normal,normal
evt-98115ad9,normal,normal,normal
evt-9d396873,normal,normal,normal
evt-e9fddbfc,normal,normal,normal
evt-afd4dd26,normal,normal,normal
evt-00596694,normal,normal,normal
evt-0fe53304,normal,normal,normal
evt-3e52b004,anomaly,device_spoofing,os_family_mismatch
evt-41a6ed3b,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-9894e671,normal,normal,normal
evt-f1419298,normal,normal,normal
evt-2d1db8d7,normal,normal,normal
evt-72a59cac,normal,normal,normal
evt-04982f10,normal,normal,normal
evt-1db469f1,normal,normal,normal
evt-1c0904ab,normal,normal,normal
evt-d9109f91,normal,normal,normal
evt-9f4d7e21,normal,normal,normal
evt-2140cb15,normal,normal,normal
evt-816a23c1,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-6c5effac,anomaly,device_spoofing,os_family_mismatch
evt-d860dc83,normal,normal,normal
evt-95888187,normal,normal,normal
evt-10b7db7b,normal,normal,normal
evt-df9f2b9e,normal,normal,normal
evt-c0d3a05b,normal,normal,normal
evt-c0269618,normal,normal,normal
evt-37a2851e,normal,normal,normal
evt-51550b85,normal,normal,normal
evt-cabcc37c,normal,normal,normal
evt-c2b327a6,normal,normal,normal
evt-8a5e36a4,normal,normal,normal
evt-60ccd96a,normal,normal,normal
evt-139a835b,normal,normal,normal
evt-b35936df,normal,normal,normal
evt-ad6e0d52,normal,normal,normal
evt-7c19af5d,normal,normal,normal
evt-8dabca5b,normal,normal,normal
evt-83e21c3c,normal,normal,normal
evt-813602da,normal,normal,normal
evt-1d1a2089,normal,normal,normal
evt-f1e0a074,normal,normal,normal
evt-8f0f939d,normal,normal,normal
evt-baba8d7d,normal,normal,normal
evt-8ec8c8f7,normal,normal,normal
evt-5f0c9a50,normal,normal,normal
evt-b3a87872,normal,normal,normal
evt-9d5d9173,normal,normal,normal
evt-5062c863,normal,normal,normal
evt-64808acd,normal,normal,normal
evt-1a70392b,normal,normal,normal
evt-6def3376,normal,normal,normal
evt-00e9a4d7,normal,normal,normal
evt-d67a6fe7,normal,normal,normal
evt-efae0a74,normal,normal,normal
evt-afca2b48,normal,normal,normal
evt-b480a233,anomaly,insider_drift,gradual_scope_expansion
evt-b4cc883e,normal,normal,normal
evt-eb6e9fb6,normal,normal,normal
evt-5c795cae,normal,normal,normal
evt-fa9b1b3d,normal,normal,normal
evt-f8d3b779,normal,normal,normal
evt-1d99ce8e,normal,normal,normal
evt-6b46e40b,normal,normal,normal
evt-9debecd6,normal,normal,normal
evt-5d984b3a,normal,normal,normal
evt-23f8591b,normal,normal,normal
evt-a636da7e,normal,normal,normal
evt-33999032,normal,normal,normal
evt-b3b146c1,normal,normal,normal
evt-caa2c535,normal,normal,normal
evt-517aaf4b,normal,normal,normal
evt-90b08fad,normal,normal,normal
evt-ac4a7a2f,normal,normal,normal
evt-ec51fecc,normal,normal,normal
evt-c9d41dee,normal,normal,normal
evt-a1a171ad,normal,normal,normal
evt-4363a375,normal,normal,normal
evt-bba0d8bf,normal,normal,normal
evt-805938be,normal,normal,normal
evt-97b014f5,normal,normal,normal
evt-6040fa08,normal,normal,normal
evt-4b93201c,normal,normal,normal
evt-62fff4da,normal,normal,normal
evt-f904daf6,normal,normal,normal
evt-5c608fbc,normal,normal,normal
evt-0548700f,normal,normal,normal
evt-9bbd6116,normal,normal,normal
evt-8c2b74a6,normal,normal,normal
evt-cb127267,normal,normal,normal
evt-278134e8,normal,normal,normal
evt-e5fff524,normal,normal,normal
evt-9fb110e5,normal,normal,normal
evt-e828c19f,normal,normal,normal
evt-aa5dd304,normal,normal,normal
evt-1f28fc40,normal,normal,normal
evt-9aabc24d,normal,normal,normal
evt-7c8525ae,normal,normal,normal
evt-f1693c53,normal,normal,normal
evt-114e43dc,normal,normal,normal
evt-3079c0f2,normal,normal,normal
evt-d5ad83ec,normal,normal,normal
evt-45f80c80,normal,normal,normal
evt-869d5ec6,normal,normal,normal
evt-db3cd959,normal,normal,normal
evt-3c865c46,normal,normal,normal
evt-f4a0eec5,normal,normal,normal
evt-03710b61,normal,normal,normal
evt-ae52742d,normal,normal,normal
evt-30854d6f,normal,normal,normal
evt-130be475,normal,normal,normal
evt-9c26e102,normal,normal,normal
evt-139e4e3d,normal,normal,normal
evt-c8507106,normal,normal,normal
evt-9d09b4dd,normal,normal,normal
evt-02aa79ca,normal,normal,normal
evt-d1c94374,normal,normal,normal
evt-e8a6b70f,normal,normal,normal
evt-b255bfc7,normal,normal,normal
evt-9f816a51,normal,normal,normal
evt-372b9337,normal,normal,normal
evt-a0c9904e,normal,normal,normal
evt-378d9337,normal,normal,normal
evt-434d93ad,normal,normal,normal
evt-0f10508e,normal,normal,normal
evt-a720e529,normal,normal,normal
evt-5fd91936,normal,normal,normal
evt-e8c91953,normal,normal,normal
evt-6cf946d2,normal,normal,normal
evt-7dcd75df,normal,normal,normal
evt-3009c520,normal,normal,normal
evt-29108245,normal,normal,normal
evt-a9821504,normal,normal,normal
evt-244a6963,normal,normal,normal
evt-8f308415,normal,normal,normal
evt-c1fcb7b7,normal,normal,normal
evt-21caa1d4,normal,normal,normal
evt-17e5e4b7,normal,normal,normal
evt-f9b9e79b,normal,normal,normal
evt-a0acfcac,normal,normal,normal
evt-aa8dc983,normal,normal,normal
evt-1f2ff603,normal,normal,normal
evt-e88ea013,normal,normal,normal
evt-3ecba650,normal,normal,normal
evt-ff92358d,normal,normal,normal
evt-101f3e92,normal,normal,normal
evt-a8595080,normal,normal,normal
evt-c4875ca0,normal,normal,normal
evt-d53bbde8,normal,normal,normal
evt-ba2c9dc8,normal,normal,normal
evt-5768b189,normal,normal,normal
evt-132784b0,normal,normal,normal
evt-553c724f,normal,normal,normal
evt-b262da7f,normal,normal,normal
evt-e200e2e3,normal,normal,normal
evt-24b52ffa,normal,normal,normal
evt-3f245c6a,normal,normal,normal
evt-7add3758,normal,normal,normal
evt-12b5a3aa,normal,normal,normal
evt-168b308f,normal,normal,normal
evt-29690159,normal,normal,normal
evt-b524e23f,normal,normal,normal
evt-8920362e,normal,normal,normal
evt-919e45fd,normal,normal,normal
evt-fbce73a3,normal,normal,normal
evt-d9e91ff9,normal,normal,normal
evt-49c204f6,normal,normal,normal
evt-5156d903,normal,normal,normal
evt-c4df72d3,normal,normal,normal
evt-63e93d9c,normal,normal,normal
evt-76b4647a,normal,normal,normal
evt-eaa95643,normal,normal,normal
evt-7ccff6cd,normal,normal,normal
evt-cd8f0d0c,normal,normal,normal
evt-2b0bf7b6,normal,normal,normal
evt-774607f5,normal,normal,normal
evt-8b83b749,normal,normal,normal
evt-b0df1b2d,normal,normal,normal
evt-37f692f1,normal,normal,normal
evt-94b8176e,normal,normal,normal
evt-907644f2,normal,normal,normal
evt-7189d26b,normal,normal,normal
evt-1d48b118,normal,normal,normal
evt-e526ef7e,normal,normal,normal
evt-8ccc2084,normal,normal,normal
evt-3f384b49,normal,normal,normal
evt-eb4ba210,normal,normal,normal
evt-2b823775,normal,normal,normal
evt-217255b5,normal,normal,normal
evt-44505003,normal,normal,normal
evt-61beb08d,normal,normal,normal
evt-cf17c583,normal,normal,normal
evt-b59902d8,normal,normal,normal
evt-c409867b,normal,normal,normal
evt-a4156b5b,normal,normal,normal
evt-9e09ed85,normal,normal,normal
evt-b8463390,normal,normal,normal
evt-619720ea,normal,normal,normal
evt-0bd69689,normal,normal,normal
evt-6cc1a668,normal,normal,normal
evt-55621918,normal,normal,normal
evt-f7a3f47b,normal,normal,normal
evt-737964a8,normal,normal,normal
evt-86a3c352,normal,normal,normal
evt-b4cbe68f,normal,normal,normal
evt-293e78fc,normal,normal,normal
evt-5a83650c,normal,normal,normal
evt-1d00064d,normal,normal,normal
evt-a34e77e1,normal,normal,normal
evt-f0ecd527,normal,normal,normal
evt-5d35e84c,normal,normal,normal
evt-d2cc8a65,normal,normal,normal
evt-0c74b856,normal,normal,normal
evt-60716d6b,normal,normal,normal
evt-c755dfc4,normal,normal,normal
evt-e020164a,normal,normal,normal
evt-68614ff2,normal,normal,normal
evt-ba4b86df,normal,normal,normal
evt-ecb52e1b,normal,normal,normal
evt-37d704f1,normal,normal,normal
evt-be3602f9,normal,normal,normal
evt-54d71ffe,normal,normal,normal
evt-f4b2e22d,normal,normal,normal
evt-ad905989,normal,normal,normal
evt-c4f8b541,normal,normal,normal
evt-15cd88fd,normal,normal,normal
evt-04d569ac,normal,normal,normal
evt-6bfae85a,normal,normal,normal
evt-17986aac,normal,normal,normal
evt-16563b96,normal,normal,normal
evt-bf376be9,normal,normal,normal
evt-af7fe2f3,normal,normal,normal
evt-f8de1d3a,normal,normal,normal
evt-e1f717fa,normal,normal,normal
evt-5ca1ef66,normal,normal,normal
evt-df053084,normal,normal,normal
evt-8f8d9a9f,normal,normal,normal
evt-331353e7,normal,normal,normal
evt-674fae9d,normal,normal,normal
evt-d5e39dcd,normal,normal,normal
evt-6a9c0b24,normal,normal,normal
evt-d2f1c25e,normal,normal,normal
evt-1d97e1dc,normal,normal,normal
evt-cfa58de0,normal,normal,normal
evt-d19bbd9f,normal,normal,normal
evt-e8609678,normal,normal,normal
evt-41f32126,normal,normal,normal
evt-ca3f4a9f,normal,normal,normal
evt-e1b70b9a,normal,normal,normal
evt-b0cc27fb,normal,normal,normal
evt-33cb986d,normal,normal,normal
evt-0510aa72,normal,normal,normal
evt-4376e799,normal,normal,normal
evt-04525369,normal,normal,normal
evt-6c77eacc,normal,normal,normal
evt-241ab0d4,normal,normal,normal
evt-e64220a2,normal,normal,normal
evt-bf352e72,normal,normal,normal
evt-ae001a51,normal,normal,normal
evt-4e47d6ff,normal,normal,normal
evt-1be4907e,normal,normal,normal
evt-e50737d2,normal,normal,normal
evt-e3ce4068,normal,normal,normal
evt-7e7c0ce2,normal,normal,normal
evt-8cb9109f,normal,normal,normal
evt-00d608b1,normal,normal,normal
evt-5aa1e413,normal,normal,normal
evt-8ec2c270,normal,normal,normal
evt-421382f0,normal,normal,normal
evt-3072a799,normal,normal,normal
evt-a10c6882,normal,normal,normal
evt-3280aa30,normal,normal,normal
evt-482dc14c,normal,normal,normal
evt-4aa4b985,normal,normal,normal
evt-97141146,anomaly,brute_force,dictionary_attack
evt-17d40069,anomaly,brute_force,dictionary_attack
evt-e18f3ace,anomaly,brute_force,dictionary_attack
evt-fcbfd4e9,anomaly,brute_force,dictionary_attack
evt-e8207072,anomaly,brute_force,dictionary_attack
evt-e8ab9783,anomaly,brute_force,dictionary_attack
evt-6b56c6a7,anomaly,brute_force,dictionary_attack
evt-6f7a4ae8,anomaly,brute_force,dictionary_attack
evt-6dd3db9b,anomaly,brute_force,dictionary_attack
evt-4d75fa38,anomaly,brute_force,dictionary_attack
evt-c7173388,anomaly,brute_force,dictionary_attack
evt-ff080cca,anomaly,brute_force,dictionary_attack
evt-ad08430c,anomaly,brute_force,dictionary_attack
evt-f2f7328d,anomaly,brute_force,dictionary_attack
evt-20667734,anomaly,brute_force,dictionary_attack
evt-7ae0e46f,anomaly,brute_force,dictionary_attack
evt-d3681b06,anomaly,brute_force,dictionary_attack
evt-639fa546,anomaly,brute_force,dictionary_attack
evt-013c90e0,anomaly,brute_force,dictionary_attack
evt-ac76d2fd,anomaly,brute_force,dictionary_attack
evt-3def6d61,anomaly,brute_force,dictionary_attack
evt-617d7884,normal,normal,normal
evt-1138a7a1,normal,normal,normal
evt-06c04d4e,normal,normal,normal
evt-51d1320f,normal,normal,normal
evt-db3b0306,normal,normal,normal
evt-840e6b68,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-7df360df,normal,normal,normal
evt-07b95ff9,normal,normal,normal
evt-d1d7f00c,normal,normal,normal
evt-1cf6bd4e,normal,normal,normal
evt-2d396eb4,normal,normal,normal
evt-b80c38e3,normal,normal,normal
evt-8bbfada6,normal,normal,normal
evt-2020d757,normal,normal,normal
evt-2b7095b8,normal,normal,normal
evt-635c9fc2,normal,normal,normal
evt-d1522f7f,normal,normal,normal
evt-76974931,normal,normal,normal
evt-a6593577,normal,normal,normal
evt-5ca15818,normal,normal,normal
evt-332d079a,normal,normal,normal
evt-e67cedaa,normal,normal,normal
evt-5f38154e,normal,normal,normal
evt-82d756f8,normal,normal,normal
evt-f9a04a16,normal,normal,normal
evt-be3088e8,normal,normal,normal
evt-8ff719cf,normal,normal,normal
evt-98ea751b,normal,normal,normal
evt-64482cf0,normal,normal,normal
evt-8f42e69a,normal,normal,normal
evt-164aabb4,anomaly,insider_drift,gradual_scope_expansion
evt-09e5df97,normal,normal,normal
evt-5edd327e,normal,normal,normal
evt-50a42d90,normal,normal,normal
evt-f8ea337b,normal,normal,normal
evt-67da3311,normal,normal,normal
evt-cd3f3fcd,normal,normal,normal
evt-34667e64,normal,normal,normal
evt-ecd0ccbf,normal,normal,normal
evt-507e36a7,normal,normal,normal
evt-41a93110,normal,normal,normal
evt-cbed9f0f,normal,normal,normal
evt-befcba3b,normal,normal,normal
evt-b12b4c43,normal,normal,normal
evt-79f085ca,normal,normal,normal
evt-8a8eef89,normal,normal,normal
evt-9e51f937,normal,normal,normal
evt-4869d431,normal,normal,normal
evt-dc0f66dd,normal,normal,normal
evt-6d11cec9,normal,normal,normal
evt-6cbe6c66,normal,normal,normal
evt-2b557424,normal,normal,normal
evt-1f027aaa,normal,normal,normal
evt-089f1668,normal,normal,normal
evt-3e8ad9ba,normal,normal,normal
evt-919a504f,normal,normal,normal
evt-ad11b6ba,normal,normal,normal
evt-7662b0fb,normal,normal,normal
